method,threshold,ACC,recall,PPV,f12
louvain,0.2,0.8274086563616538,0.9244444444444445,0.18083085172312588,0.30249129214999937
greedy_modularity,0.2,0.8376617928778034,0.8888888888888888,0.1872918589853715,0.30939347829867114
label_propagation,0.2,0.9454568695233648,0.8088888888888889,0.43672370302805086,0.5672083811390328
infomap,0.2,0.9445559686224638,0.8088888888888889,0.4356088758262671,0.5662672759205736
surprise_communities,0.2,0.6026655389645497,0.8733333333333334,0.08016975771586991,0.1468583005042685
walktrap,0.2,0.6204293476674386,0.8511111111111112,0.06480362777099102,0.12043716580763239
df_node_similarity,0.2,0.9349475729305836,0.8622222222222222,0.4113754863270336,0.5570001949715734
leiden,0.2,0.8435381626087667,0.905,0.23481594749179355,0.3728820130086892
eigenvector,0.25,0.8973504303349757,0.7644444444444445,0.2777646370192954,0.40747223836182916
louvain,0.25,0.8614036161476369,0.8933333333333334,0.20604162319395758,0.33485181549830867
greedy_modularity,0.25,0.8662463004632873,0.8466666666666666,0.19665332340118857,0.3191730540927861
label_propagation,0.25,0.9518407792407165,0.7688888888888888,0.47642902190115816,0.5883172129943951
infomap,0.25,0.9512401786401159,0.7688888888888888,0.4748858120246149,0.5871391725342651
surprise_communities,0.25,0.6283054048590546,0.86,0.08308105196103173,0.15152399581757178
walktrap,0.25,0.6612908943379439,0.7844444444444445,0.060282782916260165,0.11196157202618075
df_node_similarity,0.25,0.9417096401348386,0.8300000000000001,0.44158068907165915,0.5764667159219851
leiden,0.25,0.8776611509618284,0.885,0.27476698297967744,0.4193407529368778
eigenvector,0.3,0.9135499801464785,0.7533333333333334,0.3113604662908958,0.4406115974788733
louvain,0.3,0.8880202755086883,0.8777777777777778,0.24012518551616469,0.37709275071566994
greedy_modularity,0.3,0.8853332523659189,0.8222222222222223,0.21031058028801175,0.33494729128383344
label_propagation,0.3,0.9552429356200629,0.7555555555555556,0.5006613756613757,0.6022486633205808
infomap,0.3,0.9546423350194622,0.7555555555555556,0.4980158730158731,0.6003306250219831
surprise_communities,0.3,0.6577720771065808,0.8466666666666667,0.08721524536968654,0.1581404246681533
walktrap,0.3,0.6993283382931949,0.7644444444444445,0.06201042992827646,0.11471534653906354
df_node_similarity,0.3,0.9448325564896007,0.8166666666666667,0.45822057247495845,0.5870534366210647
leiden,0.3,0.8964123518142166,0.86,0.3101799789384021,0.4559209466718584
eigenvector,0.35,0.9243465825725019,0.7399999999999999,0.33066717964141545,0.45708641786628684
louvain,0.35,0.9037928025035633,0.831111111111111,0.2598665690175467,0.39593475989597776
greedy_modularity,0.35,0.8979373395611899,0.7977777777777778,0.22129612497829554,0.3464815070596034
label_propagation,0.35,0.9561316549857484,0.7333333333333333,0.5345339845339845,0.6183479661225516
infomap,0.35,0.9558313546854481,0.7333333333333333,0.5331094831094831,0.617393772864343
surprise_communities,0.35,0.6692875819098836,0.8288888888888888,0.08675404221176672,0.15706878568721488
walktrap,0.35,0.7260924191951887,0.6933333333333332,0.05784925083489355,0.10678845531703784
df_node_similarity,0.35,0.9472053052014151,0.7879166666666666,0.4825910663410663,0.5985662809850064
leiden,0.35,0.91628313509522,0.8425,0.35776087903780873,0.5022467129495757
eigenvector,0.4,0.9302472504824423,0.711111111111111,0.34237840386257407,0.4622145426805606
louvain,0.4,0.9187032133610396,0.8199999999999998,0.2955871827538059,0.4345361682263267
greedy_modularity,0.4,0.9119242126139478,0.7777777777777778,0.2459495896995897,0.3737208389637629
label_propagation,0.4,0.9598501744763241,0.7200000000000001,0.5956349206349206,0.651939434155758
infomap,0.4,0.9592495738757234,0.7200000000000001,0.5900793650793651,0.6485975646695342
surprise_communities,0.4,0.6778262821386778,0.811111111111111,0.08495789179562241,0.15380576671767165
walktrap,0.4,0.7533016956131641,0.6422222222222222,0.05234587854817168,0.0968016999574085
df_node_similarity,0.4,0.950888106144736,0.7688888888888887,0.5304995159161826,0.62782641716751
leiden,0.4,0.9280209972807671,0.8,0.3847592255443299,0.5196117047226095
eigenvector,0.45,0.9340594370615213,0.7022222222222222,0.35062790668354826,0.4677184359759597
louvain,0.45,0.9282626340225831,0.7977777777777777,0.31423761370656794,0.4508782649534876
greedy_modularity,0.45,0.9187956814954964,0.7688888888888888,0.2627142095000907,0.3916196780589379
label_propagation,0.45,0.9624510190236563,0.7133333333333334,0.6812169312169313,0.6969053129465924
infomap,0.45,0.9624510190236563,0.7133333333333334,0.6812169312169313,0.6969053129465924
surprise_communities,0.45,0.6897201426779308,0.7222222222222222,0.08435807971487504,0.15107058689074654
walktrap,0.45,0.7737316311667068,0.5399999999999999,0.05346826776341287,0.0973021344546535
df_node_similarity,0.45,0.9528987328642968,0.7555555555555555,0.5909531826198493,0.6631935575950199
leiden,0.45,0.9385528089406899,0.7849999999999999,0.424021475835992,0.5506219123214432
eigenvector,0.5,0.9366778797650971,0.6622222222222223,0.3619430111225777,0.46806256908488897
louvain,0.5,0.9321261494908217,0.7777777777777779,0.3264267944145747,0.45985592373124906
greedy_modularity,0.5,0.9221862420268874,0.7333333333333333,0.2641356631169874,0.38838196871302555
label_propagation,0.5,0.9625975129544453,0.7044444444444444,0.7203703703703703,0.7123184010628771
infomap,0.5,0.962297212654145,0.7044444444444444,0.712962962962963,0.7086781058560521
surprise_communities,0.5,0.6935298745444312,0.6933333333333332,0.08325491923495038,0.14865898493485155
walktrap,0.5,0.7905919157947463,0.5288888888888889,0.052095796540240984,0.09484893023504887
df_node_similarity,0.5,0.9535685696234398,0.73,0.6226731601731601,0.6720786961844032
leiden,0.5,0.9461763786164226,0.7725,0.4507379314491384,0.5693006128937838
eigenvector,0.55,0.9403641943653551,0.6555555555555556,0.38323828561111883,0.4837032667652199
louvain,0.55,0.9412863280420242,0.7733333333333333,0.3654649875006802,0.4963587526078209
greedy_modularity,0.55,0.9309234761645873,0.731111111111111,0.29054101751623956,0.4158318867793999
label_propagation,0.55,0.9627359094468074,0.6777777777777777,0.7481481481481481,0.7112265512265512
infomap,0.55,0.9624356091465069,0.6777777777777777,0.7407407407407408,0.7078619089062954
surprise_communities,0.55,0.6999030077189339,0.66,0.08112148064878756,0.14448421379267004
walktrap,0.55,0.809926615040994,0.46888888888888886,0.0458481631715587,0.0835288394377488
df_node_similarity,0.55,0.9548852540631884,0.7244444444444444,0.6400556687321393,0.6796405055162722
leiden,0.55,0.9497507207660649,0.7625000000000001,0.4689517975974419,0.5807385175216414
eigenvector,0.6,0.943369069886435,0.6444444444444444,0.39656084656084656,0.4909896936326415
louvain,0.6,0.9461191852591723,0.7666666666666667,0.38167711952990363,0.5096367977783204
greedy_modularity,0.6,0.9334214528257241,0.7155555555555555,0.2909289409715667,0.4136692034550162
label_propagation,0.6,0.9628690610581442,0.6488888888888887,0.7962962962962963,0.715074890369611
infomap,0.6,0.9628690610581442,0.6488888888888887,0.7962962962962963,0.715074890369611
surprise_communities,0.6,0.7036538633162072,0.6222222222222222,0.07784253530112312,0.13837392834865397
walktrap,0.6,0.8228249526737895,0.4422222222222223,0.04547803952335559,0.08247442651904921
df_node_similarity,0.6,0.9555491270017067,0.7077777777777777,0.6868810655575361,0.6971728699117554
leiden,0.6,0.9521354118959244,0.7525000000000001,0.4861111855849539,0.590659395635804
eigenvector,0.65,0.9469633032618918,0.6400000000000001,0.4272306397306397,0.5124058460252234
louvain,0.65,0.9477548827793199,0.7511111111111111,0.3901624977476371,0.5135585102860021
greedy_modularity,0.65,0.9357666380081281,0.7088888888888889,0.29291129349952877,0.41453688079162565
label_propagation,0.65,0.9623028937533249,0.5311111111111111,0.8796296296296295,0.6623202356990753
infomap,0.65,0.9620025934530246,0.5311111111111111,0.8611111111111112,0.6570009754367296
surprise_communities,0.65,0.7245470579635112,0.6155555555555555,0.08130801446865427,0.14364246366224265
walktrap,0.65,0.8380295113061559,0.38000000000000006,0.04376243322984797,0.07848607296589831
df_node_similarity,0.65,0.9552077434079097,0.6411111111111111,0.7287037037037036,0.6821068601384946
leiden,0.65,0.9517861575976821,0.725,0.5009262941006362,0.5924851517919208
eigenvector,0.7,0.9497525214731513,0.6377777777777778,0.45634118967452303,0.5320157652266878
louvain,0.7,0.9486838710796552,0.74,0.4024792931526677,0.5213830635146136
greedy_modularity,0.7,0.9411591765670424,0.7066666666666667,0.33520907068715206,0.4547204011498666
label_propagation,0.7,0.9621003187029326,0.5066666666666666,0.898148148148148,0.6478600931540556
infomap,0.7,0.9618000184026323,0.5066666666666666,0.8796296296296295,0.6429780033840947
surprise_communities,0.7,0.7285709518716111,0.588888888888889,0.08056812651270326,0.14174375175817275
walktrap,0.7,0.8477276270199849,0.3777777777777778,0.04564219167092259,0.08144446169980449
df_node_similarity,0.7,0.9548987902596099,0.5955555555555555,0.7398148148148147,0.6598930646080833
leiden,0.7,0.9537334020228254,0.7175,0.5249493153904918,0.606304223644406
eigenvector,0.75,0.9510664009807791,0.6111111111111112,0.4635598968932302,0.527206189702718
louvain,0.75,0.9493383782524624,0.7022222222222223,0.40638691373985497,0.5148323469313235
greedy_modularity,0.75,0.943736418239356,0.62,0.3282201095926586,0.42921778580474834
label_propagation,0.75,0.9616262329587025,0.4244444444444444,0.9629629629629629,0.5891914338257103
infomap,0.75,0.9613259326584023,0.4244444444444444,0.9259259259259258,0.5820686292436155
surprise_communities,0.75,0.7300582661314454,0.5622222222222222,0.07872403088722434,0.13810955091159047
walktrap,0.75,0.8568097588230331,0.35111111111111115,0.043578493298836764,0.07753380393981837
df_node_similarity,0.75,0.9552792091526636,0.5634722222222222,0.7923280423280423,0.6585849765823131
leiden,0.75,0.9526480825844295,0.7025,0.5293917173512761,0.6037830698933487
eigenvector,0.8,0.9511374986178526,0.6088888888888889,0.4623131903833658,0.525572849900453
louvain,0.8,0.9524349331448378,0.7,0.4311096311096312,0.5335941512242195
greedy_modularity,0.8,0.9457372295807269,0.6177777777777778,0.33831770081770085,0.4372056182110151
label_propagation,0.8,0.9613545676503623,0.40222222222222226,0.9629629629629629,0.5674323265207692
infomap,0.8,0.961054267350062,0.40222222222222226,0.9259259259259258,0.5608229534609902
surprise_communities,0.8,0.7574994855316297,0.56,0.08897184801766694,0.15354821643522856
walktrap,0.8,0.8664772960267411,0.35111111111111115,0.0476166209780611,0.08386035559334845
df_node_similarity,0.8,0.956495161524271,0.5523611111111111,0.7925084175084174,0.6509937518016293
leiden,0.8,0.9538224078844351,0.7025,0.5468196019666608,0.6149599666520407
eigenvector,0.85,0.9532792581951419,0.6066666666666667,0.4756496589829923,0.533228200070142
louvain,0.85,0.953021930661198,0.6755555555555555,0.4385836385836386,0.5318682175073548
greedy_modularity,0.85,0.9491860566372434,0.6155555555555554,0.3707070707070707,0.4627384041148891
label_propagation,0.85,0.9616693300047847,0.40222222222222226,1.0,0.5736925515055468
infomap,0.85,0.9613690297044845,0.40222222222222226,0.9629629629629629,0.5674323265207692
surprise_communities,0.85,0.7592122695200142,0.5511111111111112,0.08589239933803701,0.14862164763207747
walktrap,0.85,0.8763256506435481,0.3488888888888889,0.04969556930238305,0.08699903671752782
df_node_similarity,0.85,0.956495161524271,0.5461111111111111,0.811026936026936,0.6527129971910034
leiden,0.85,0.9534050414121238,0.69,0.5522144522144522,0.6134656883901596
eigenvector,0.9,0.9550829380678508,0.6044444444444443,0.510336268669602,0.5534181185000294
louvain,0.9,0.9538820310114262,0.671111111111111,0.456981906981907,0.5437240199761859
greedy_modularity,0.9,0.9503064962279458,0.5333333333333333,0.3762706429373096,0.44124186232343887
label_propagation,0.9,0.9614218665056509,0.4,1.0,0.5714285714285715
infomap,0.9,0.9611215662053506,0.4,0.9629629629629629,0.5652173913043479
surprise_communities,0.9,0.7607580133101688,0.5444444444444445,0.08365985511516912,0.14503369383848
walktrap,0.9,0.8842693271503231,0.2911111111111111,0.046795678717928973,0.08063017634932486
df_node_similarity,0.9,0.9571919850884044,0.54125,0.8055555555555556,0.6474682891615964
leiden,0.9,0.9535079798174004,0.6825,0.5611992174492175,0.6159342396220978
eigenvector,0.95,0.9549065722057904,0.6,0.5076398909732244,0.5499692401224605
louvain,0.95,0.9540201098531256,0.6222222222222222,0.4464405964405965,0.5198744733255818
greedy_modularity,0.95,0.9522921123450457,0.48666666666666664,0.39999999999999997,0.4390977443609022
label_propagation,0.95,0.9609045291008363,0.3755555555555556,1.0,0.5460420032310178
infomap,0.95,0.9606042288005361,0.3755555555555556,0.9629629629629629,0.5403677058353318
surprise_communities,0.95,0.7620734892480121,0.5177777777777778,0.082136824325656,0.14178225442070283
walktrap,0.95,0.8893446247780515,0.2666666666666667,0.045027566964465665,0.07704570630417253
df_node_similarity,0.95,0.9572778986567312,0.48638888888888887,0.8074074074074074,0.6070723697289216
leiden,0.95,0.9543032742467972,0.6749999999999999,0.575189393939394,0.6211104378124528
eigenvector,1,0.9543761457250104,0.5399999999999999,0.4966971300304633,0.5174441839316535
louvain,1,0.9548655432179073,0.62,0.4627212293878961,0.5299372625817709
greedy_modularity,1,0.9533433355549891,0.4844444444444444,0.42231040564373895,0.45124860335799205
label_propagation,1,0.959788803405871,0.24000000000000002,1.0,0.38709677419354843
infomap,1,0.9594885031055708,0.24000000000000002,0.9444444444444444,0.3827392120075047
surprise_communities,1,0.7636687420229763,0.47333333333333333,0.08054744273961334,0.13766785637057666
walktrap,1,0.8919275333056039,0.24444444444444446,0.04340205133611206,0.07371561219000126
df_node_similarity,1,0.9578545865644094,0.45625,0.8240740740740741,0.5873259808352921
leiden,1,0.9550127088888544,0.6725,0.5840909090909091,0.6251853861457768
