method,threshold,ACC,recall,PPV,f12
infomap,0.65,0.6673007989571881,0.2777777777777778,0.04341652078124294,0.07509563348765529
surprise_communities,0.65,0.648708391731428,0.26999999999999996,0.04381305793890337,0.07539218234702656
walktrap,0.65,0.665358006383431,0.5333333333333334,0.05949665342232272,0.10705109120933891
df_node_similarity,0.65,0.7158303931021881,0.5666666666666668,0.09521540063776962,0.16303627597730047
leiden,0.7,0.7359178035205074,0.5077777777777778,0.0687179768330777,0.12105366358938308
eigenvector,0.7,0.8125298896042596,0.4511111111111112,0.11561408154275567,0.18405674376539383
louvain,0.7,0.717655802170972,0.4233333333333333,0.061103544655215995,0.10679272537953312
greedy_modularity,0.7,0.7532483418093096,0.4566666666666667,0.09359071946481194,0.1553446185953369
label_propagation,0.7,0.7357268692834937,0.40222222222222226,0.06126696475520363,0.10633661110134507
infomap,0.7,0.7088875575621064,0.2544444444444445,0.04614748730201766,0.07812566159608599
surprise_communities,0.7,0.6815679066733913,0.24444444444444446,0.04399387469506419,0.0745674728023364
walktrap,0.7,0.7087354223131413,0.4144444444444444,0.055403278855119024,0.09774052309654672
df_node_similarity,0.7,0.7591642285757152,0.5077777777777777,0.0991168003116159,0.16585848817803323
leiden,0.75,0.778481310067188,0.4633333333333333,0.07342723200642946,0.12676521473385038
eigenvector,0.75,0.8400938815719045,0.42000000000000004,0.12093842295957472,0.1878000729366467
louvain,0.75,0.7668104835589635,0.3788888888888889,0.06617259797049353,0.1126678576340306
greedy_modularity,0.75,0.8046065661402394,0.38111111111111107,0.10387842901860472,0.1632580508568022
label_propagation,0.75,0.7639336649213553,0.37000000000000005,0.06452843186521434,0.10989163442145124
infomap,0.75,0.7416473131369622,0.21777777777777776,0.042263421016900796,0.07078904383620026
surprise_communities,0.75,0.704867086109473,0.20999999999999996,0.03871641910993327,0.0653792623919397
walktrap,0.75,0.7473476628990902,0.3555555555555557,0.05425078420206676,0.09413796637552693
df_node_similarity,0.75,0.8068503108460043,0.4422222222222222,0.10540614614047383,0.17023566664920742
leiden,0.8,0.8212716722016593,0.35,0.07437681949364053,0.12268288759897399
eigenvector,0.8,0.8591160269699943,0.34555555555555556,0.12606834455806223,0.18473880068942897
louvain,0.8,0.8139222451494506,0.2888888888888889,0.0703538833136068,0.11315164424814118
greedy_modularity,0.8,0.8493859529262603,0.29666666666666663,0.12570240494751977,0.17658354256501224
label_propagation,0.8,0.785845221205868,0.34888888888888897,0.0674994610636959,0.11311465353818549
infomap,0.8,0.778154394126901,0.19555555555555554,0.04437994286991185,0.07234231233312363
surprise_communities,0.8,0.7354338668010921,0.14,0.03595282320964344,0.057213009232058944
walktrap,0.8,0.7854021486500005,0.26555555555555554,0.05059740775755925,0.08499950521369821
df_node_similarity,0.8,0.8411593841282319,0.36000000000000004,0.10967229864960615,0.16812585126853882
leiden,0.85,0.8527257003682731,0.1377777777777778,0.0606161002931482,0.08419162604361388
eigenvector,0.85,0.8810443605824467,0.2733333333333333,0.14207789974043844,0.18696955131281506
louvain,0.85,0.8505900171837076,0.2577777777777778,0.07902119877611882,0.12096182254630011
greedy_modularity,0.85,0.8811640876883866,0.13,0.13164461811124395,0.13081714027219477
label_propagation,0.85,0.8068309415279891,0.32333333333333336,0.06790295773439826,0.11223544527291564
infomap,0.85,0.802357459985889,0.18666666666666668,0.04691985193009582,0.07499039253548723
surprise_communities,0.85,0.7581041034422782,0.11444444444444445,0.03233602675160056,0.05042467280521081
walktrap,0.85,0.8195433611835319,0.17888888888888893,0.046064562519079255,0.07326349833367311
df_node_similarity,0.85,0.8678565638194632,0.3333333333333333,0.12236904864034798,0.17901895839759627
leiden,0.9,0.8767386898746674,0.10444444444444442,0.06410503146614258,0.07944746622797816
eigenvector,0.9,0.8953975794840652,0.2455555555555555,0.15485893601835632,0.18993554362759854
louvain,0.9,0.8779929220950257,0.23000000000000004,0.08621527523320399,0.1254178077830867
greedy_modularity,0.9,0.8980343146026664,0.08888888888888888,0.1372984043951786,0.10791324690001433
label_propagation,0.9,0.8255619913280751,0.31666666666666665,0.07252990570221883,0.11802675101979118
infomap,0.9,0.8256398121816373,0.1466666666666667,0.04831506988979528,0.07268588715693702
surprise_communities,0.9,0.7793760168339741,0.09999999999999999,0.03372504948068235,0.05043938979518449
walktrap,0.9,0.8425138711838702,0.11444444444444445,0.04441067248084792,0.06398981459143153
df_node_similarity,0.9,0.8867855480197583,0.3061111111111111,0.13152568352703403,0.1839949182399002
leiden,0.95,0.8972503052417249,0.08555555555555558,0.07925122782265641,0.0822828124649105
eigenvector,0.95,0.9060705255147311,0.22444444444444445,0.17990386277967976,0.19972099209315416
louvain,0.95,0.8967004153745337,0.19666666666666666,0.08740624433430683,0.1210245261226012
greedy_modularity,0.95,0.9111641673413264,0.05777777777777778,0.14543809017493228,0.08270111718349778
label_propagation,0.95,0.8395699281549914,0.24000000000000002,0.068525394618195,0.10661096295634984
infomap,0.95,0.8496203940129722,0.12777777777777777,0.04973775597947294,0.0716036483815698
surprise_communities,0.95,0.8074261272649089,0.08444444444444445,0.036470491533782665,0.05094044621155243
walktrap,0.95,0.8602561825913515,0.04888888888888889,0.040379962677617835,0.044228898972958765
df_node_similarity,0.95,0.9046686649862402,0.28222222222222215,0.15027443411991026,0.19612075200395707
leiden,1,0.9109811989324643,0.0688888888888889,0.08753147723735959,0.07709924684382775
eigenvector,1,0.9110058842280454,0.20555555555555557,0.1904905682079595,0.19773653737089178
louvain,1,0.9140343435774307,0.19333333333333333,0.11421304138695446,0.1435958269484439
greedy_modularity,1,0.9172603323255242,0.036666666666666674,0.14152307387601504,0.05824330132195151
label_propagation,1,0.8446922492047888,0.23777777777777775,0.06959949401421248,0.10768013473915174
infomap,1,0.861018412327915,0.1222222222222222,0.04976307929485589,0.0707287667304986
surprise_communities,1,0.8153121575003373,0.0811111111111111,0.03694931509104928,0.05077061125796123
walktrap,1,0.8754116866935446,0.04555555555555556,0.04357497074755337,0.04454325769313077
df_node_similarity,1,0.9139085853976704,0.25666666666666665,0.14835191981931112,0.1880259031269986
